Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
11/10/17,Wofford,Home,52,South Carolina,73,Away,,Loss,-21,5.36,0.38,Division 1
11/10/17,Morehead State,Away,49,Xavier,101,Home,,Loss,-52,-5.55,9.79,Division 1
11/10/17,South Carolina,Away,73,Wofford,52,Home,,Win,21,0.38,5.36,Division 1
11/10/17,South Carolina State,Away,50,Wisconsin,85,Home,,Loss,-35,-9.53,0.88,Division 1
11/10/17,Wisconsin,Home,85,South Carolina State,50,Away,,Win,35,0.88,-9.53,Division 1
11/10/17,Alabama-Birmingham,Home,96,Jacksonville,67,Away,,Win,29,7.06,-2.33,Division 1
11/10/17,Jacksonville,Away,67,Alabama-Birmingham,96,Home,,Loss,-29,-2.33,7.06,Division 1
11/10/17,Hillsdale,Away,68,Abilene Christian,86,Home,,Loss,-18,0.00,2.81,Non Division 1
11/10/17,Xavier,Home,101,Morehead State,49,Away,,Win,52,9.79,-5.55,Division 1
11/10/17,Abilene Christian,Home,86,Hillsdale,68,Away,,Win,18,2.81,0.00,Non Division 1
11/10/17,Rutgers,Home,94,City College of New York,38,Away,,Win,56,0.35,0.00,Non Division 1
11/10/17,Emory,Away,83,Lipscomb,98,Home,,Loss,-15,0.00,5.06,Non Division 1
11/10/17,Lipscomb,Home,98,Emory,83,Away,,Win,15,5.06,0.00,Non Division 1
11/10/17,Liberty,Home,87,Clarks Summit,42,Away,,Win,45,7.71,0.00,Non Division 1
11/10/17,Utah Valley,Away,63,Kentucky,73,Home,,Loss,-10,10.31,6.00,Division 1
11/10/17,Clarks Summit,Away,42,Liberty,87,Home,,Loss,-45,0.00,7.71,Non Division 1
11/10/17,Massachusetts-Lowell,Away,69,Massachusetts,74,Home,,Loss,-5,-2.33,-2.56,Division 1
11/10/17,North Carolina,Home,86,Northern Iowa,69,Away,,Win,17,8.86,2.06,Division 1
11/10/17,Massachusetts,Home,74,Massachusetts-Lowell,69,Away,,Win,5,-2.56,-2.33,Division 1
11/10/17,Louisiana Tech,Home,112,Texas-Tyler,71,Away,,Win,41,4.15,0.00,Non Division 1
11/10/17,Texas-Tyler,Away,71,Louisiana Tech,112,Home,,Loss,-41,0.00,4.15,Non Division 1
11/10/17,Harvard,Home,73,Massachusetts Institute of Technology,64,Away,,Win,9,1.94,0.00,Non Division 1
11/10/17,Massachusetts Institute of Technology,Away,64,Harvard,73,Home,,Loss,-9,0.00,1.94,Non Division 1
11/10/17,Georgia State,Home,90,Carver Bible,50,Away,,Win,40,8.03,0.00,Non Division 1
11/10/17,Georgia,Home,79,Bryant,54,Away,,Win,25,1.36,-13.31,Division 1
11/10/17,Carver Bible,Away,50,Georgia State,90,Home,,Loss,-40,0.00,8.03,Non Division 1
11/10/17,Indiana State,Away,90,Indiana,69,Home,,Win,21,-0.16,1.65,Division 1
11/10/17,Kentucky,Home,73,Utah Valley,63,Away,,Win,10,6.00,10.31,Division 1
11/10/17,Indiana,Home,69,Indiana State,90,Away,,Loss,-21,1.65,-0.16,Division 1
11/10/17,Army,Away,74,Hofstra,77,Home,,Loss,-3,0.61,2.16,Division 1
11/10/17,Hofstra,Home,77,Army,74,Away,,Win,3,2.16,0.61,Division 1
11/10/17,Georgia Southwestern,Away,63,Radford,72,Home,,Loss,-9,0.00,2.40,Non Division 1
11/10/17,Radford,Home,72,Georgia Southwestern,63,Away,,Win,9,2.40,0.00,Non Division 1
11/10/17,Providence,Home,84,Houston Baptist,55,Away,,Win,29,1.06,-7.58,Division 1
11/10/17,Towson,Away,54,Old Dominion,57,Home,,Loss,-3,5.22,10.53,Division 1
11/10/17,Houston Baptist,Away,55,Providence,84,Home,,Loss,-29,-7.58,1.06,Division 1
11/10/17,Richmond,Home,63,Delaware,76,Away,,Loss,-13,-3.78,-2.73,Division 1
11/10/17,City College of New York,Away,38,Rutgers,94,Home,,Loss,-56,0.00,0.35,Non Division 1
11/10/17,Delaware,Away,76,Richmond,63,Home,,Win,13,-2.73,-3.78,Division 1
11/10/17,North Carolina-Asheville,Away,60,Rhode Island,84,Home,,Loss,-24,1.91,8.28,Division 1
11/10/17,Rhode Island,Home,84,North Carolina-Asheville,60,Away,,Win,24,8.28,1.91,Division 1
11/10/17,East Tennessee State,Away,63,Northern Kentucky,81,Home,,Loss,-18,9.57,12.47,Division 1
11/10/17,Northern Kentucky,Home,81,East Tennessee State,63,Away,,Win,18,12.47,9.57,Division 1
11/10/17,Virginia Military Institute,Away,67,North Carolina State,102,Home,,Loss,-35,-8.67,7.09,Division 1
11/10/17,Northern Iowa,Away,69,North Carolina,86,Home,,Loss,-17,2.06,8.86,Division 1
11/10/17,North Carolina State,Home,102,Virginia Military Institute,67,Away,,Win,35,7.09,-8.67,Division 1
11/10/17,Robert Morris,Away,64,Ohio State,95,Home,,Loss,-31,-2.00,9.13,Division 1
11/10/17,Old Dominion,Home,57,Towson,54,Away,,Win,3,10.53,5.22,Division 1
11/10/17,Ohio State,Home,95,Robert Morris,64,Away,,Win,31,9.13,-2.00,Division 1
11/10/17,IPFW,Away,71,Oakland,85,Home,,Loss,-14,6.48,1.94,Division 1
11/10/17,Oakland,Home,85,IPFW,71,Away,,Win,14,1.94,6.48,Division 1
11/11/17,Presbyterian,Home,107,Johnson University,87,Away,,Win,20,-4.66,0.00,Non Division 1
11/11/17,Sam Houston State,Home,91,Texas-Tyler,51,Away,,Win,40,3.00,0.00,Non Division 1
11/11/17,North Carolina-Wilmington,Home,105,North Carolina Wesleyan,81,Away,,Win,24,-3.94,0.00,Non Division 1
11/11/17,Johnson University,Away,87,Presbyterian,107,Home,,Loss,-20,0.00,-4.66,Non Division 1
11/11/17,Texas-Tyler,Away,51,Sam Houston State,91,Home,,Loss,-40,0.00,3.00,Non Division 1
11/11/17,Saint Joseph's,Away,87,Toledo,98,Home,,Loss,-11,1.88,4.56,Division 1
11/11/17,Toledo,Home,98,Saint Joseph's,87,Away,,Win,11,4.56,1.88,Division 1
11/11/17,Mayville State,Away,59,South Dakota,87,Home,,Loss,-28,0.00,12.71,Non Division 1
11/11/17,South Dakota,Home,87,Mayville State,59,Away,,Win,28,12.71,0.00,Non Division 1
11/11/17,Elon,Home,96,Peace,53,Away,,Win,43,-2.84,0.00,Non Division 1
11/11/17,Peace,Away,53,Elon,96,Home,,Loss,-43,0.00,-2.84,Non Division 1
11/11/17,Duke,Home,99,Utah Valley,69,Away,,Win,30,14.53,10.31,Division 1
11/11/17,Utah Valley,Away,69,Duke,99,Home,,Loss,-30,10.31,14.53,Division 1
11/11/17,Lehigh,Away,84,Marist,76,Home,,Win,8,0.26,-8.90,Division 1
11/11/17,North Florida,Away,66,Michigan,86,Home,,Loss,-20,-6.21,10.69,Division 1
11/11/17,North Carolina Wesleyan,Away,81,North Carolina-Wilmington,105,Home,,Loss,-24,0.00,-3.94,Non Division 1
11/11/17,Marist,Home,76,Lehigh,84,Away,,Loss,-8,-8.90,0.26,Division 1
11/11/17,Michigan,Home,86,North Florida,66,Away,,Win,20,10.69,-6.21,Division 1
11/11/17,Youngstown State,Neutral,78,Kent State,111,,Neutral Site,Loss,-33,-7.41,-0.80,Division 1
11/11/17,New Mexico,Home,147,Northern New Mexico,76,Away,,Win,71,4.53,0.00,Non Division 1
11/11/17,Mississippi Valley State,Away,61,Brigham Young,91,Home,,Loss,-30,-13.28,6.79,Division 1
11/11/17,Kent State,Neutral,111,Youngstown State,78,,Neutral Site,Win,33,-0.80,-7.41,Division 1
11/11/17,Northern New Mexico,Away,76,New Mexico,147,Home,,Loss,-71,0.00,4.53,Non Division 1
11/11/17,Portland,Home,75,Portland State,80,Away,,Loss,-5,-4.72,6.12,Division 1
11/11/17,Portland State,Away,80,Portland,75,Home,,Win,5,6.12,-4.72,Division 1
11/11/17,Florida A&M,Away,66,Nevada-Las Vegas,108,Home,,Loss,-42,-10.03,5.33,Division 1
11/11/17,Nevada-Las Vegas,Home,108,Florida A&M,66,Away,,Win,42,5.33,-10.03,Division 1
11/11/17,Saint Francis (PA),Away,68,Saint Mary's (CA),85,Home,,Loss,-17,3.93,12.48,Division 1
11/11/17,Saint Mary's (CA),Home,85,Saint Francis (PA),68,Away,,Win,17,12.48,3.93,Division 1
11/11/17,Eastern Illinois,Away,68,Nebraska,72,Home,,Loss,-4,-1.47,4.00,Division 1
11/11/17,Nebraska,Home,72,Eastern Illinois,68,Away,,Win,4,4.00,-1.47,Division 1
11/11/17,Loyola Marymount,Away,80,Texas-Arlington,85,Home,,Loss,-5,-4.61,4.12,Division 1
11/11/17,Western Illinois,Home,109,Saint Mary's (MN),68,Away,,Win,41,1.00,0.00,Non Division 1
11/11/17,Brigham Young,Home,91,Mississippi Valley State,61,Away,,Win,30,6.79,-13.28,Division 1
11/11/17,Texas-Arlington,Home,85,Loyola Marymount,80,Away,,Win,5,4.12,-4.61,Division 1
11/11/17,Saint Mary's (MN),Away,68,Western Illinois,109,Home,,Loss,-41,0.00,1.00,Non Division 1
11/11/17,Quinnipiac,Home,78,Dartmouth,77,Away,,Win,1,-5.06,-4.78,Division 1
11/11/17,Siena Heights,Away,72,Western Michigan,103,Home,,Loss,-31,0.00,1.66,Non Division 1
11/11/17,Ohio,Home,61,Alabama A&M,53,Away,,Win,8,-0.69,-15.94,Division 1
11/11/17,Dartmouth,Away,77,Quinnipiac,78,Home,,Loss,-1,-4.78,-5.06,Division 1
11/11/17,Western Michigan,Home,103,Siena Heights,72,Away,,Win,31,1.66,0.00,Non Division 1
11/11/17,Brown,Home,106,Johnson & Wales (RI),78,Away,,Win,28,-1.96,0.00,Non Division 1
11/11/17,Johnson & Wales (RI),Away,78,Brown,106,Home,,Loss,-28,0.00,-1.96,Non Division 1
11/11/17,Appalachian State,Home,135,Toccoa Falls,34,Away,,Win,101,2.18,0.00,Non Division 1
11/11/17,Toccoa Falls,Away,34,Appalachian State,135,Home,,Loss,-101,0.00,2.18,Non Division 1
11/11/17,Fairfield,Home,80,Pennsylvania,72,Away,,Win,8,-1.30,7.75,Division 1
11/11/17,Pennsylvania,Away,72,Fairfield,80,Home,,Loss,-8,7.75,-1.30,Division 1
11/11/17,Buffalo,Home,80,Canisius,75,Away,,Win,5,8.94,5.47,Division 1
11/11/17,Canisius,Away,75,Buffalo,80,Home,,Loss,-5,5.47,8.94,Division 1
11/11/17,Florida Gulf Coast,Home,98,Illinois State,87,Away,,Win,11,10.12,-1.64,Division 1
11/11/17,IUPUI,Away,53,Bradley,68,Home,,Loss,-15,-4.43,2.64,Division 1
11/11/17,Alabama A&M,Away,53,Ohio,61,Home,,Loss,-8,-15.94,-0.69,Division 1
11/11/17,Illinois State,Away,87,Florida Gulf Coast,98,Home,,Loss,-11,-1.64,10.12,Division 1
11/11/17,Bradley,Home,68,IUPUI,53,Away,,Win,15,2.64,-4.43,Division 1
11/11/17,Notre Dame,Away,72,DePaul,58,Home,,Win,14,5.66,-2.56,Division 1
11/11/17,Duquesne,Home,80,St. Francis (NY),70,Away,,Win,10,2.25,-3.13,Division 1
11/11/17,North Dakota State,Away,66,UC-Santa Barbara,85,Home,,Loss,-19,3.45,6.69,Division 1
11/11/17,DePaul,Home,58,Notre Dame,72,Away,,Loss,-14,-2.56,5.66,Division 1
11/11/17,St. Francis (NY),Away,70,Duquesne,80,Home,,Loss,-10,-3.13,2.25,Division 1
11/11/17,Akron,Home,67,Cleveland State,57,Away,,Win,10,-3.59,-6.33,Division 1
11/11/17,Cleveland State,Away,57,Akron,67,Home,,Loss,-10,-6.33,-3.59,Division 1
11/11/17,NJIT,Home,49,Wagner,60,Away,,Loss,-11,1.70,6.66,Division 1
11/11/17,Wagner,Away,60,NJIT,49,Home,,Win,11,6.66,1.70,Division 1
11/11/17,La Salle,Home,61,Saint Peter's,40,Away,,Win,21,-0.84,-0.88,Division 1
11/11/17,Saint Peter's,Away,40,La Salle,61,Home,,Loss,-21,-0.88,-0.84,Division 1
11/11/17,Coe,Away,54,Drake,101,Home,,Loss,-47,0.00,0.41,Non Division 1
11/11/17,Drake,Home,101,Coe,54,Away,,Win,47,0.41,0.00,Non Division 1
11/11/17,Longwood,Home,61,Stephen F. Austin,74,Away,,Loss,-13,-10.85,13.03,Division 1
11/11/17,Ouachita,Away,81,Arkansas-Little Rock,79,Home,,Win,2,0.00,-6.38,Non Division 1
11/11/17,UC-Santa Barbara,Home,85,North Dakota State,66,Away,,Win,19,6.69,3.45,Division 1
11/11/17,Stephen F. Austin,Away,74,Longwood,61,Home,,Win,13,13.03,-10.85,Division 1
11/11/17,Arkansas-Little Rock,Home,79,Ouachita,81,Away,,Loss,-2,-6.38,0.00,Non Division 1
11/12/17,LeTourneau,Away,99,Northwestern State,84,Home,,Win,15,0.00,-13.66,Non Division 1
11/12/17,Northwestern State,Home,84,LeTourneau,99,Away,,Loss,-15,-13.66,0.00,Non Division 1
11/12/17,Fairleigh Dickinson,Away,57,Penn State,81,Home,,Loss,-24,-0.97,7.71,Division 1
11/12/17,Missouri-Kansas City,Home,110,Haskell Indian Nations Institute,59,Away,,Win,51,-6.13,0.00,Non Division 1
11/12/17,Lipscomb,Home,77,Morehead State,70,Away,,Win,7,5.06,-5.55,Division 1
11/12/17,Morehead State,Away,70,Lipscomb,77,Home,,Loss,-7,-5.55,5.06,Division 1
11/12/17,Haskell Indian Nations Institute,Away,59,Missouri-Kansas City,110,Home,,Loss,-51,0.00,-6.13,Non Division 1
11/12/17,Maryland-Baltimore County,Away,78,Arizona,103,Home,,Loss,-25,4.44,9.71,Division 1
11/12/17,Arkansas,Home,101,Bucknell,73,Away,,Win,28,5.17,8.29,Division 1
11/12/17,Bucknell,Away,73,Arkansas,101,Home,,Loss,-28,8.29,5.17,Division 1
11/12/17,Arizona,Home,103,Maryland-Baltimore County,78,Away,,Win,25,9.71,4.44,Division 1
11/12/17,Penn State,Home,81,Fairleigh Dickinson,57,Away,,Win,24,7.71,-0.97,Division 1
11/12/17,San Diego,Away,81,San Jose State,64,Home,,Win,17,3.65,-9.53,Division 1
11/12/17,San Jose State,Home,64,San Diego,81,Away,,Loss,-17,-9.53,3.65,Division 1
11/12/17,East Central,Away,59,Texas-San Antonio,92,Home,,Loss,-33,0.00,3.39,Non Division 1
11/12/17,Texas-San Antonio,Home,92,East Central,59,Away,,Win,33,3.39,0.00,Non Division 1
11/12/17,Texas Southern,Away,84,Washington State,86,Home,,Loss,-2,-2.09,-4.55,Division 1
11/12/17,Southern Methodist,Home,83,Louisiana-Monroe,65,Away,,Win,18,5.42,1.28,Division 1
11/12/17,Chicago State,Away,42,Purdue,111,Home,,Loss,-69,-18.28,15.50,Division 1
11/12/17,Purdue,Home,111,Chicago State,42,Away,,Win,69,15.50,-18.28,Division 1
11/12/17,Louisiana-Monroe,Away,65,Southern Methodist,83,Home,,Loss,-18,1.28,5.42,Division 1
11/12/17,East Carolina,Home,76,Coppin State,50,Away,,Win,26,-8.13,-13.91,Division 1
11/12/17,Bluefield College (VA),Away,68,Hampton,85,Home,,Loss,-17,0.00,4.12,Non Division 1
11/12/17,Hampton,Home,85,Bluefield College (VA),68,Away,,Win,17,4.12,0.00,Non Division 1
11/12/17,Coppin State,Away,50,East Carolina,76,Home,,Loss,-26,-13.91,-8.13,Division 1
11/12/17,Washington State,Home,86,Texas Southern,84,Away,,Win,2,-4.55,-2.09,Division 1
11/12/17,Central Arkansas,Home,99,University of the Ozarks,51,Away,,Win,48,2.18,0.00,Non Division 1
11/12/17,University of the Ozarks,Away,51,Central Arkansas,99,Home,,Loss,-48,0.00,2.18,Non Division 1
11/12/17,Citadel,Away,93,Virginia Tech,132,Home,,Loss,-39,-5.21,7.45,Division 1
11/12/17,Virginia Tech,Home,132,Citadel,93,Away,,Win,39,7.45,-5.21,Division 1
11/12/17,Howard,Away,77,Indiana,86,Home,,Loss,-9,-6.21,1.65,Division 1
11/12/17,Seattle,Home,121,Puget Sound,70,Away,,Win,51,3.73,0.00,Non Division 1
11/12/17,Florida International,Home,64,Stetson,70,Away,,Loss,-6,-0.50,-2.63,Division 1
11/12/17,Stetson,Away,70,Florida International,64,Home,,Win,6,-2.63,-0.50,Division 1
11/12/17,Puget Sound,Away,70,Seattle,121,Home,,Loss,-51,0.00,3.73,Non Division 1
11/12/17,North Dakota,Away,78,Hawaii,81,Home,,Loss,-3,-5.78,1.10,Division 1
11/12/17,Pacific,Away,80,Stanford,89,Home,,Loss,-9,-1.13,1.09,Division 1
11/12/17,Stanford,Home,89,Pacific,80,Away,,Win,9,1.09,-1.13,Division 1
11/12/17,Hawaii,Home,81,North Dakota,78,Away,,Win,3,1.10,-5.78,Division 1
11/12/17,Indiana,Home,86,Howard,77,Away,,Win,9,1.65,-6.21,Division 1
11/12/17,Eastern Washington,Away,69,Washington,79,Home,,Loss,-10,3.56,1.72,Division 1
11/12/17,Washington,Home,79,Eastern Washington,69,Away,,Win,10,1.72,3.56,Division 1
11/12/17,Illinois,Home,77,Tennessee-Martin,74,Away,,Win,3,2.00,-3.81,Division 1
11/12/17,Tennessee-Martin,Away,74,Illinois,77,Home,,Loss,-3,-3.81,2.00,Division 1
11/12/17,Maryland,Home,96,Maryland-Eastern Shore,43,Away,,Win,53,6.19,-15.03,Division 1
11/12/17,Denver,Home,69,UC-Irvine,83,Away,,Loss,-14,-0.81,2.57,Division 1
11/12/17,Butler,Home,85,Princeton,75,Away,,Win,10,6.82,0.79,Division 1
11/12/17,Princeton,Away,75,Butler,85,Home,,Loss,-10,0.79,6.82,Division 1
11/12/17,UC-Irvine,Away,83,Denver,69,Home,,Win,14,2.57,-0.81,Division 1
11/12/17,Troy,Neutral,81,Arkansas-Pine Bluff,57,,Neutral Site,Win,24,2.03,-5.49,Division 1
11/12/17,Alcorn State,Away,72,Creighton,109,Home,,Loss,-37,-4.50,10.06,Division 1
11/12/17,Creighton,Home,109,Alcorn State,72,Away,,Win,37,10.06,-4.50,Division 1
11/12/17,Arkansas-Pine Bluff,Neutral,57,Troy,81,,Neutral Site,Loss,-24,-5.49,2.03,Division 1
11/12/17,Maryland-Eastern Shore,Away,43,Maryland,96,Home,,Loss,-53,-15.03,6.19,Division 1
11/12/17,Wisconsin,Home,89,Yale,61,Away,,Win,28,0.88,0.77,Division 1
11/12/17,Yale,Away,61,Wisconsin,89,Home,,Loss,-28,0.77,0.88,Division 1
11/12/17,Mercer,Home,110,Toccoa Falls,43,Away,,Win,67,6.63,0.00,Non Division 1
11/12/17,Toccoa Falls,Away,43,Mercer,110,Home,,Loss,-67,0.00,6.63,Non Division 1
11/12/17,Ohio State,Home,82,Radford,72,Away,,Win,10,9.13,2.40,Division 1
11/12/17,Louisville,Home,72,George Mason,61,Away,,Win,11,5.67,-3.82,Division 1
11/12/17,Harvard,Home,70,Massachusetts,67,Away,,Win,3,1.94,-2.56,Division 1
11/12/17,Massachusetts,Away,67,Harvard,70,Home,,Loss,-3,-2.56,1.94,Division 1
11/12/17,George Mason,Away,61,Louisville,72,Home,,Loss,-11,-3.82,5.67,Division 1
11/12/17,Wofford,Home,103,Washington & Lee,66,Away,,Win,37,5.36,0.00,Non Division 1
11/12/17,Appalachian State,Home,95,Bridgewater (VA),57,Away,,Win,38,2.18,0.00,Non Division 1
11/12/17,Bridgewater (VA),Away,57,Appalachian State,95,Home,,Loss,-38,0.00,2.18,Non Division 1
11/12/17,Washington & Lee,Away,66,Wofford,103,Home,,Loss,-37,0.00,5.36,Non Division 1
11/12/17,Radford,Away,72,Ohio State,82,Home,,Loss,-10,2.40,9.13,Division 1
11/12/17,Central Connecticut State,Away,67,Rutgers,71,Home,,Loss,-4,-4.30,0.35,Division 1
11/12/17,Rutgers,Home,71,Central Connecticut State,67,Away,,Win,4,0.35,-4.30,Division 1
11/12/17,Massachusetts-Boston,Away,63,Massachusetts-Lowell,102,Home,,Loss,-39,0.00,-2.33,Non Division 1
11/12/17,Massachusetts-Lowell,Home,102,Massachusetts-Boston,63,Away,,Win,39,-2.33,0.00,Non Division 1
11/12/17,Northern Kentucky,Home,93,Wilmington (OH),65,Away,,Win,28,12.47,0.00,Non Division 1
11/12/17,South Carolina State,Away,52,Boston College,91,Home,,Loss,-39,-9.53,2.35,Division 1
11/12/17,Georgetown,Home,73,Jacksonville,57,Away,,Win,16,1.87,-2.33,Division 1
11/12/17,Jacksonville,Away,57,Georgetown,73,Home,,Loss,-16,-2.33,1.87,Division 1
11/12/17,Boston College,Home,91,South Carolina State,52,Away,,Win,39,2.35,-9.53,Division 1
11/12/17,North Carolina A&T,Away,63,Clemson,87,Home,,Loss,-24,0.91,7.48,Division 1
11/12/17,Eastern Michigan,Home,97,Michigan-Dearborn,73,Away,,Win,24,5.18,0.00,Non Division 1
11/12/17,Michigan-Dearborn,Away,73,Eastern Michigan,97,Home,,Loss,-24,0.00,5.18,Non Division 1
11/12/17,Clemson,Home,87,North Carolina A&T,63,Away,,Win,24,7.48,0.91,Division 1
11/12/17,Wilmington (OH),Away,65,Northern Kentucky,93,Home,,Loss,-28,0.00,12.47,Non Division 1
11/12/17,Monmouth,Away,65,Seton Hall,75,Home,,Loss,-10,-1.16,5.69,Division 1
11/12/17,Seton Hall,Home,75,Monmouth,65,Away,,Win,10,5.69,-1.16,Division 1
11/12/17,Alabama State,Away,58,Iowa,92,Home,,Loss,-34,-9.94,1.00,Division 1
11/12/17,Iowa,Home,92,Alabama State,58,Away,,Win,34,1.00,-9.94,Division 1
11/12/17,Defiance,Away,59,IPFW,114,Home,,Loss,-55,0.00,6.48,Non Division 1
11/12/17,Hartford,Home,80,Gordon,63,Away,,Win,17,0.75,0.00,Non Division 1
11/12/17,Cal Poly,Away,82,University of California,85,Home,,Loss,-3,-7.10,-9.91,Division 1
11/12/17,University of California,Home,85,Cal Poly,82,Away,,Win,3,-9.91,-7.10,Division 1
11/12/17,Gordon,Away,63,Hartford,80,Home,,Loss,-17,0.00,0.75,Non Division 1
11/12/17,North Carolina State,Home,78,Charleston Southern,56,Away,,Win,22,7.09,3.03,Division 1
11/12/17,Northeastern,Home,83,Wentworth,49,Away,,Win,34,6.12,0.00,Non Division 1
11/12/17,Wentworth,Away,49,Northeastern,83,Home,,Loss,-34,0.00,6.12,Non Division 1
11/12/17,Charleston Southern,Away,56,North Carolina State,78,Home,,Loss,-22,3.03,7.09,Division 1
11/12/17,IPFW,Home,114,Defiance,59,Away,,Win,55,6.48,0.00,Non Division 1
11/12/17,Miami (FL),Home,89,Navy,55,Away,,Win,34,6.22,2.31,Division 1
11/12/17,Navy,Away,55,Miami (FL),89,Home,,Loss,-34,2.31,6.22,Division 1
11/12/17,Nebraska-Omaha,Away,89,Oklahoma,108,Home,,Loss,-19,-6.94,3.52,Division 1
11/12/17,Oklahoma,Home,108,Nebraska-Omaha,89,Away,,Win,19,3.52,-6.94,Division 1
11/12/17,Allen,Away,66,South Carolina Upstate,85,Home,,Loss,-19,0.00,-9.34,Non Division 1
11/12/17,Loyola (IL),Home,96,Eureka,69,Away,,Win,27,10.53,0.00,Non Division 1
11/12/17,Kentucky,Home,73,Vermont,69,Away,,Win,4,6.00,9.91,Division 1
11/12/17,Vermont,Away,69,Kentucky,73,Home,,Loss,-4,9.91,6.00,Division 1
11/12/17,Eureka,Away,69,Loyola (IL),96,Home,,Loss,-27,0.00,10.53,Non Division 1
11/12/17,Texas State,Away,57,Air Force,65,Home,,Loss,-8,0.55,-3.87,Division 1
11/12/17,Boise State,Home,90,Southern Utah,69,Away,,Win,21,9.52,-4.94,Division 1
11/12/17,Southern Utah,Away,69,Boise State,90,Home,,Loss,-21,-4.94,9.52,Division 1
11/12/17,Air Force,Home,65,Texas State,57,Away,,Win,8,-3.87,0.55,Division 1
11/12/17,South Carolina Upstate,Home,85,Allen,66,Away,,Win,19,-9.34,0.00,Non Division 1
11/12/17,Mary,Away,54,South Dakota State,78,Home,,Loss,-24,0.00,10.79,Non Division 1
11/12/17,South Dakota State,Home,78,Mary,54,Away,,Win,24,10.79,0.00,Non Division 1
11/13/17,Mobile,Away,49,South Alabama,71,Home,,Loss,-22,0.00,0.31,Non Division 1
11/13/17,Samford,Home,87,Alabama A&M,68,Away,,Win,19,-4.88,-15.94,Division 1
11/13/17,South Carolina,Home,78,Western Michigan,60,Away,,Win,18,0.38,1.66,Division 1
11/13/17,South Alabama,Home,71,Mobile,49,Away,,Win,22,0.31,0.00,Non Division 1
11/13/17,Alabama A&M,Away,68,Samford,87,Home,,Loss,-19,-15.94,-4.88,Division 1
11/13/17,Oklahoma State,Home,83,Charlotte,65,Away,,Win,18,3.38,-8.66,Division 1
11/13/17,Charlotte,Away,65,Oklahoma State,83,Home,,Loss,-18,-8.66,3.38,Division 1
11/13/17,Saint Louis,Home,74,Rockhurst,50,Away,,Win,24,0.39,0.00,Non Division 1
11/13/17,Rockhurst,Away,50,Saint Louis,74,Home,,Loss,-24,0.00,0.39,Non Division 1
11/13/17,Tulane,Home,89,Southeastern Louisiana,66,Away,,Win,23,-0.87,3.82,Division 1
11/13/17,Southeastern Louisiana,Away,66,Tulane,89,Home,,Loss,-23,3.82,-0.87,Division 1
11/13/17,Tulsa,Home,90,Oral Roberts,71,Away,,Win,19,2.58,-5.39,Division 1
11/13/17,Oral Roberts,Away,71,Tulsa,90,Home,,Loss,-19,-5.39,2.58,Division 1
11/13/17,Texas-Rio Grande Valley,Home,92,Bethune-Cookman,74,Away,,Win,18,-2.84,2.97,Division 1
11/13/17,Reinhardt,Away,53,Tennessee State,92,Home,,Loss,-39,0.00,-0.43,Non Division 1
11/13/17,Western Michigan,Away,60,South Carolina,78,Home,,Loss,-18,1.66,0.38,Division 1
11/13/17,Bethune-Cookman,Away,74,Texas-Rio Grande Valley,92,Home,,Loss,-18,2.97,-2.84,Division 1
11/13/17,Tennessee State,Home,92,Reinhardt,53,Away,,Win,39,-0.43,0.00,Non Division 1
11/13/17,Saint Peter's,Away,66,Northwestern,75,Home,,Loss,-9,-0.88,2.38,Division 1
11/13/17,Milwaukee,Away,74,Iowa State,56,Home,,Win,18,-0.03,-2.61,Division 1
11/13/17,Iowa State,Home,56,Milwaukee,74,Away,,Loss,-18,-2.61,-0.03,Division 1
11/13/17,McNeese State,Home,101,Ecclesia,54,Away,,Win,47,-0.86,0.00,Non Division 1
11/13/17,Ecclesia,Away,54,McNeese State,101,Home,,Loss,-47,0.00,-0.86,Non Division 1
